#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github-test/PIM/rodinia/kmeans/kmeans
#ApplicationArgs=-o -i /home/lifxu/Desktop/Benchmarks/rodinia_2.3/data/kmeans/kdd_cup
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
kmeans_kernel_c__k2_Tahiti1, 11, 7513, 0, { 164864       1       1}, {  256     1     1},         0.52963, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.50,         7.25,    111007.44,         4.48,        48.55,         0.11,         0.00,         0.00,       561.75,         0.00
kmeans_kernel_c__k2_Tahiti1, 12, 7514, 0, { 164864       1       1}, {  256     1     1},         0.51170, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.63,         7.30,    109355.81,         0.06,        47.32,         0.07,         0.03,         0.00,       558.06,         0.00
kmeans_kernel_c__k2_Tahiti1, 13, 7515, 0, { 164864       1       1}, {  256     1     1},         0.55511, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.23,         7.15,    110337.56,         5.07,        46.81,         0.06,         0.08,         0.00,       601.88,         0.00
kmeans_kernel_c__k2_Tahiti1, 14, 7516, 0, { 164864       1       1}, {  256     1     1},         0.53733, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.60,         7.29,    110719.50,         4.89,        49.15,         0.10,         0.00,         0.00,       556.25,         0.00
kmeans_kernel_c__k2_Tahiti1, 15, 7517, 0, { 164864       1       1}, {  256     1     1},         0.51037, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.23,         7.54,    109355.81,         0.06,        50.64,         0.10,         0.00,         0.00,       556.25,         0.00
kmeans_kernel_c__k2_Tahiti1, 16, 7518, 0, { 164864       1       1}, {  256     1     1},         0.56681, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.56,         7.27,    110801.75,         4.78,        49.22,         0.09,         0.00,         0.00,       611.44,         0.00
kmeans_kernel_c__k2_Tahiti1, 17, 7519, 0, { 164864       1       1}, {  256     1     1},         0.52889, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.99,         7.05,    110818.31,         4.69,        46.71,         0.06,         0.00,         0.00,       553.94,         0.00
kmeans_kernel_c__k2_Tahiti1, 18, 7520, 0, { 164864       1       1}, {  256     1     1},         0.51126, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.80,         7.37,    109356.00,         0.06,        46.99,         0.06,         0.06,         0.00,       564.62,         0.00
kmeans_kernel_c__k2_Tahiti1, 19, 7521, 0, { 164864       1       1}, {  256     1     1},         0.53155, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.17,         7.12,    110740.25,         4.80,        46.44,         0.06,         0.07,         0.00,       633.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 20, 7522, 0, { 164864       1       1}, {  256     1     1},         0.53467, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.08,         7.09,    110902.69,         4.82,        46.62,         0.07,         0.00,         0.00,       555.31,         0.00
kmeans_kernel_c__k2_Tahiti1, 21, 7523, 0, { 164864       1       1}, {  256     1     1},         0.51185, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.34,         7.19,    109355.88,         0.06,        46.17,         0.07,         0.05,         0.00,       560.81,         0.00
kmeans_kernel_c__k2_Tahiti1, 22, 7524, 0, { 164864       1       1}, {  256     1     1},         0.55022, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.25,         7.15,    111466.56,         4.68,        48.16,         0.10,         0.00,         0.00,       568.44,         0.00
kmeans_kernel_c__k2_Tahiti1, 23, 7525, 0, { 164864       1       1}, {  256     1     1},         0.52563, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.33,         7.19,    110397.44,         5.04,        46.55,         0.06,         0.00,         0.00,       564.94,         0.00
kmeans_kernel_c__k2_Tahiti1, 24, 7526, 0, { 164864       1       1}, {  256     1     1},         0.51363, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.06,         7.47,    109355.38,         0.06,        49.13,         0.10,         0.00,         0.00,       562.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 25, 7527, 0, { 164864       1       1}, {  256     1     1},         0.53956, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.87,         7.00,    110480.50,         5.13,        46.22,         0.07,         0.00,         0.00,       675.47,         0.00
kmeans_kernel_c__k2_Tahiti1, 26, 7528, 0, { 164864       1       1}, {  256     1     1},         0.52800, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.33,         7.19,    111070.38,         4.50,        46.65,         0.09,         0.00,         0.00,       567.88,         0.00
kmeans_kernel_c__k2_Tahiti1, 27, 7529, 0, { 164864       1       1}, {  256     1     1},         0.51185, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.71,         7.33,    109355.56,         0.06,        46.92,         0.06,         0.12,         0.00,       572.62,         0.00
kmeans_kernel_c__k2_Tahiti1, 28, 7530, 0, { 164864       1       1}, {  256     1     1},         0.55867, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.95,         7.04,    110530.94,         4.87,        46.06,         0.06,         0.25,         0.00,       639.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 29, 7531, 0, { 164864       1       1}, {  256     1     1},         0.53793, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.34,         7.19,    111215.12,         4.54,        47.54,         0.10,         0.00,         0.00,       544.12,         0.00
kmeans_kernel_c__k2_Tahiti1, 30, 7532, 0, { 164864       1       1}, {  256     1     1},         0.50785, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.03,         7.46,    109356.25,         0.06,        47.42,         0.10,         0.00,         0.00,       558.69,         0.00
kmeans_kernel_c__k2_Tahiti1, 31, 7533, 0, { 164864       1       1}, {  256     1     1},         0.54133, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.04,         7.07,    110360.00,         5.11,        45.90,         0.06,         0.12,         0.00,       599.31,         0.00
kmeans_kernel_c__k2_Tahiti1, 32, 7534, 0, { 164864       1       1}, {  256     1     1},         0.52815, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.30,         7.17,    110606.19,         4.88,        47.28,         0.07,         0.03,         0.00,       566.25,         0.00
kmeans_kernel_c__k2_Tahiti1, 33, 7535, 0, { 164864       1       1}, {  256     1     1},         0.51052, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.05,         7.47,    109357.12,         0.06,        49.13,         0.11,         0.00,         0.00,       562.94,         0.00
kmeans_kernel_c__k2_Tahiti1, 34, 7536, 0, { 164864       1       1}, {  256     1     1},         0.56948, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.54,         7.26,    111293.19,         4.44,        48.75,         0.10,         0.00,         0.00,       553.50,         0.00
kmeans_kernel_c__k2_Tahiti1, 35, 7537, 0, { 164864       1       1}, {  256     1     1},         0.52830, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.25,         7.15,    110681.00,         4.77,        46.63,         0.06,         0.00,         0.00,       563.50,         0.00
kmeans_kernel_c__k2_Tahiti1, 36, 7538, 0, { 164864       1       1}, {  256     1     1},         0.51215, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        17.93,         7.03,    109355.31,         0.06,        44.68,         0.06,         0.10,         0.00,       549.31,         0.00
kmeans_kernel_c__k2_Tahiti1, 37, 7540, 0, { 164864       1       1}, {  256     1     1},         0.52430, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.17,         7.12,    110922.00,         4.87,        45.87,         0.06,         0.10,         0.00,       606.12,         0.00
kmeans_kernel_c__k2_Tahiti1, 38, 7541, 0, { 164864       1       1}, {  256     1     1},         0.52815, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.00,         7.06,    110473.00,         5.00,        45.90,         0.07,         0.07,         0.00,       552.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 39, 7542, 0, { 164864       1       1}, {  256     1     1},         0.51496, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.91,         7.41,    109356.19,         0.06,        49.84,         0.10,         0.00,         0.00,       565.44,         0.00
kmeans_kernel_c__k2_Tahiti1, 40, 7543, 0, { 164864       1       1}, {  256     1     1},         0.54222, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.50,         7.25,    111113.00,         4.73,        50.38,         0.11,         0.00,         0.00,       707.47,         0.00
kmeans_kernel_c__k2_Tahiti1, 41, 7544, 0, { 164864       1       1}, {  256     1     1},         0.52933, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.26,         7.16,    111102.88,         4.69,        48.64,         0.10,         0.00,         0.00,       568.00,         0.00
kmeans_kernel_c__k2_Tahiti1, 42, 7545, 0, { 164864       1       1}, {  256     1     1},         0.51259, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.69,         7.33,    109355.50,         0.06,        47.65,         0.06,         0.08,         0.00,       546.56,         0.00
kmeans_kernel_c__k2_Tahiti1, 43, 7546, 0, { 164864       1       1}, {  256     1     1},         0.57763, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.16,         7.12,    110514.50,         4.94,        47.22,         0.07,         0.08,         0.00,       608.94,         0.00
kmeans_kernel_c__k2_Tahiti1, 44, 7547, 0, { 164864       1       1}, {  256     1     1},         0.52533, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.46,         7.23,    110923.81,         4.59,        48.55,         0.11,         0.00,         0.00,       563.94,         0.00
kmeans_kernel_c__k2_Tahiti1, 45, 7548, 0, { 164864       1       1}, {  256     1     1},         0.51082, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.30,         7.17,    109355.56,         0.06,        45.92,         0.07,         0.00,         0.00,       548.25,         0.00
kmeans_kernel_c__k2_Tahiti1, 46, 7549, 0, { 164864       1       1}, {  256     1     1},         0.54311, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.04,         7.07,    110379.81,         5.12,        46.73,         0.07,         0.18,         0.00,       508.62,         0.00
kmeans_kernel_c__k2_Tahiti1, 47, 7550, 0, { 164864       1       1}, {  256     1     1},         0.61555, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.00,         7.06,    110661.50,         4.91,        46.71,         0.06,         0.00,         0.00,       564.88,         0.00
kmeans_kernel_c__k2_Tahiti1, 48, 7551, 0, { 164864       1       1}, {  256     1     1},         0.51348, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.36,         7.20,    109355.75,         0.06,        46.25,         0.06,         0.00,         0.00,       570.12,         0.00
kmeans_kernel_c__k2_Tahiti1, 49, 7552, 0, { 164864       1       1}, {  256     1     1},         0.53926, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.19,         7.13,    110578.25,         4.88,        47.27,         0.07,         0.09,         0.00,       585.22,         0.00
kmeans_kernel_c__k2_Tahiti1, 50, 7553, 0, { 164864       1       1}, {  256     1     1},         0.52978, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.26,         7.16,    110993.94,         4.75,        48.66,         0.10,         0.00,         0.00,       545.12,         0.00
kmeans_kernel_c__k2_Tahiti1, 51, 7554, 0, { 164864       1       1}, {  256     1     1},         0.52104, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.43,         7.22,    109355.38,         0.06,        46.81,         0.07,         0.10,         0.00,       566.31,         0.00
kmeans_kernel_c__k2_Tahiti1, 52, 7555, 0, { 164864       1       1}, {  256     1     1},         0.54622, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.33,         7.18,    110876.06,         4.70,        47.73,         0.10,         0.00,         0.00,       565.56,         0.00
kmeans_kernel_c__k2_Tahiti1, 53, 7556, 0, { 164864       1       1}, {  256     1     1},         0.52696, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.24,         7.15,    111090.12,         5.01,        47.74,         0.09,         0.00,         0.00,       556.44,         0.00
kmeans_kernel_c__k2_Tahiti1, 54, 7557, 0, { 164864       1       1}, {  256     1     1},         0.51096, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.79,         7.36,    109356.06,         0.06,        47.93,         0.10,         0.00,         0.00,       575.31,         0.00
kmeans_kernel_c__k2_Tahiti1, 55, 7558, 0, { 164864       1       1}, {  256     1     1},         0.53733, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.96,         7.04,    110354.06,         5.06,        45.52,         0.07,         0.17,         0.00,       675.47,         0.00
kmeans_kernel_c__k2_Tahiti1, 56, 7559, 0, { 164864       1       1}, {  256     1     1},         0.52741, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.49,         7.25,    111750.69,         3.95,        47.99,         0.11,         0.00,         0.00,       550.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 57, 7560, 0, { 164864       1       1}, {  256     1     1},         0.51200, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.06,         7.47,    109356.81,         0.06,        48.58,         0.11,         0.00,         0.00,       555.88,         0.00
kmeans_kernel_c__k2_Tahiti1, 58, 7561, 0, { 164864       1       1}, {  256     1     1},         0.55126, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.90,         7.02,    110685.56,         4.88,        46.45,         0.07,         0.16,         0.00,       590.19,         0.00
kmeans_kernel_c__k2_Tahiti1, 59, 7562, 0, { 164864       1       1}, {  256     1     1},         0.61555, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.51,         7.26,    111385.12,         4.36,        48.33,         0.10,         0.00,         0.00,       549.81,         0.00
kmeans_kernel_c__k2_Tahiti1, 60, 7563, 0, { 164864       1       1}, {  256     1     1},         0.51037, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.44,         7.23,    109355.38,         0.06,        46.32,         0.07,         0.06,         0.00,       573.56,         0.00
kmeans_kernel_c__k2_Tahiti1, 61, 7564, 0, { 164864       1       1}, {  256     1     1},         0.57644, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.99,         7.05,    110600.69,         4.79,        46.11,         0.07,         0.05,         0.00,       567.31,         0.00
kmeans_kernel_c__k2_Tahiti1, 62, 7565, 0, { 164864       1       1}, {  256     1     1},         0.52696, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.57,         7.28,    110841.00,         4.58,        48.74,         0.10,         0.00,         0.00,       567.62,         0.00
kmeans_kernel_c__k2_Tahiti1, 63, 7566, 0, { 164864       1       1}, {  256     1     1},         0.50993, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.89,         7.40,    109356.06,         0.06,        47.79,         0.11,         0.00,         0.00,       577.62,         0.00
kmeans_kernel_c__k2_Tahiti1, 64, 7567, 0, { 164864       1       1}, {  256     1     1},         0.56356, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.46,         7.23,    111234.94,         4.47,        48.90,         0.10,         0.00,         0.00,       602.81,         0.00
kmeans_kernel_c__k2_Tahiti1, 65, 7568, 0, { 164864       1       1}, {  256     1     1},         0.52859, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.39,         7.21,    110614.56,         4.87,        49.42,         0.10,         0.00,         0.00,       550.06,         0.00
kmeans_kernel_c__k2_Tahiti1, 66, 7569, 0, { 164864       1       1}, {  256     1     1},         0.52874, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.41,         7.21,    109355.56,         0.06,        46.79,         0.06,         0.17,         0.00,       552.50,         0.00
kmeans_kernel_c__k2_Tahiti1, 67, 7570, 0, { 164864       1       1}, {  256     1     1},         0.56370, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.00,         7.05,    110548.00,         4.81,        46.65,         0.07,         0.07,         0.00,       562.38,         0.00
kmeans_kernel_c__k2_Tahiti1, 68, 7571, 0, { 164864       1       1}, {  256     1     1},         0.52696, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        17.86,         7.00,    110740.00,         4.84,        45.27,         0.06,         0.00,         0.00,       557.69,         0.00
kmeans_kernel_c__k2_Tahiti1, 69, 7572, 0, { 164864       1       1}, {  256     1     1},         0.51052, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        19.26,         7.55,    109357.38,         0.06,        49.83,         0.10,         0.00,         0.00,       547.62,         0.00
kmeans_kernel_c__k2_Tahiti1, 70, 7573, 0, { 164864       1       1}, {  256     1     1},         0.52548, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.53,         7.26,    110649.62,         4.99,        48.05,         0.10,         0.00,         0.00,       675.47,         0.00
kmeans_kernel_c__k2_Tahiti1, 71, 7574, 0, { 164864       1       1}, {  256     1     1},         0.52948, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.13,         7.11,    110548.69,         4.90,        46.64,         0.07,         0.00,         0.00,       568.00,         0.00
kmeans_kernel_c__k2_Tahiti1, 72, 7575, 0, { 164864       1       1}, {  256     1     1},         0.52874, 0, 12, 24, 0, NA,      2576.00,      1085.74,       212.76,       339.60,        11.00,         1.00,         0.00,       100.00,        18.41,         7.21,    109355.81,         0.06,        46.11,         0.07,         0.06,         0.00,       557.81,         0.00
kmeans_kernel_c__k2_Tahiti1, 73, 7576, 0, { 164864       1       1}, {  256     1     1},         0.53244, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.25,         7.15,    111646.94,         4.18,        46.95,         0.10,         0.00,         0.00,       675.88,         0.00
kmeans_kernel_c__k2_Tahiti1, 74, 7577, 0, { 164864       1       1}, {  256     1     1},         0.53926, 0, 12, 24, 0, NA,      2576.00,      1086.16,       212.84,       339.74,        11.00,         1.00,         0.00,        99.96,        18.12,         7.10,    110991.56,         4.66,        46.17,         0.06,         0.00,         0.00,       559.19,         0.00
