#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github-test/PIM/rodinia/gaussian/gaussian.exe
#ApplicationArgs=/home/lifxu/Desktop/Benchmarks/rodinia_2.3/data/gaussian/matrix208.txt
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
Fan2_pim__k2_Tahiti1, 34, 8117, 0, {  14592       1       1}, {  256     1     1},         0.03793, 0, 7, 20, 0, NA,       228.00,        52.07,        14.04,         3.05,        10.02,         1.02,         0.00,        98.00,         4.45,         1.64,        77.81,        96.75,        35.29,        11.90,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 35, 8118, 0, {  14592       1       1}, {  256     1     1},         0.03733, 0, 7, 20, 0, NA,       228.00,        52.00,        14.00,         3.00,        10.00,         1.00,         0.00,        98.00,         4.52,         1.67,        83.44,        96.50,        35.93,        11.56,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 36, 8119, 0, {  14592       1       1}, {  256     1     1},         0.03822, 0, 7, 20, 0, NA,       228.00,        50.75,        13.75,         2.75,         9.83,         0.92,         0.00,        98.02,         4.49,         1.66,        68.31,        96.89,        35.10,         8.38,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 37, 8120, 0, {    256       1       1}, {  256     1     1},         0.02118, 0, 4, 14, 0, NA,         4.00,        20.00,        10.00,         2.00,         9.00,         1.00,         0.00,        82.65,         0.05,         0.03,        13.19,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 38, 8121, 0, {    256       1       1}, {  256     1     1},         0.02059, 0, 4, 14, 0, NA,         4.00,        16.50,         8.75,         1.50,         8.50,         0.75,         0.00,        74.98,         0.04,         0.03,         8.81,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 39, 8122, 0, {    256       1       1}, {  256     1     1},         0.01970, 0, 4, 14, 0, NA,         4.00,         9.50,         6.25,         0.50,         7.50,         0.25,         0.00,        91.69,         0.02,         0.02,         4.50,         0.00,         1.48,         0.37,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 40, 8123, 0, {  14592       1       1}, {  256     1     1},         0.03763, 0, 7, 20, 0, NA,       228.00,        52.07,        14.04,         3.05,        10.02,         1.02,         0.00,        97.89,         4.45,         1.64,        77.44,        96.72,        38.01,        10.32,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 41, 8124, 0, {  14592       1       1}, {  256     1     1},         0.03807, 0, 7, 20, 0, NA,       228.00,        52.00,        14.00,         3.00,        10.00,         1.00,         0.00,        97.89,         4.48,         1.65,        89.25,        96.23,        37.16,         9.96,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 42, 8125, 0, {  14592       1       1}, {  256     1     1},         0.03748, 0, 7, 20, 0, NA,       228.00,        50.55,        13.71,         2.71,         9.81,         0.90,         0.00,        97.89,         4.44,         1.64,        64.00,        97.01,        37.08,         9.55,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 43, 8126, 0, {    256       1       1}, {  256     1     1},         0.02059, 0, 4, 14, 0, NA,         4.00,        20.00,        10.00,         2.00,         9.00,         1.00,         0.00,        82.33,         0.05,         0.04,        13.12,         0.00,         0.00,         1.24,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 44, 8127, 0, {    256       1       1}, {  256     1     1},         0.02133, 0, 4, 14, 0, NA,         4.00,        16.50,         8.75,         1.50,         8.50,         0.75,         0.00,        74.59,         0.04,         0.03,         8.75,         0.00,         2.84,         0.78,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 45, 8128, 0, {    256       1       1}, {  256     1     1},         0.02030, 0, 4, 14, 0, NA,         4.00,         9.50,         6.25,         0.50,         7.50,         0.25,         0.00,        90.94,         0.02,         0.02,         4.44,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 46, 8129, 0, {  14592       1       1}, {  256     1     1},         0.03867, 0, 7, 20, 0, NA,       228.00,        52.07,        14.04,         3.05,        10.02,         1.02,         0.00,        97.78,         4.11,         1.52,        77.06,        96.75,        35.20,         9.55,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 47, 8130, 0, {  14592       1       1}, {  256     1     1},         0.03719, 0, 7, 20, 0, NA,       228.00,        52.00,        14.00,         3.00,        10.00,         1.00,         0.00,        97.78,         4.52,         1.66,        88.81,        96.27,        38.40,        10.42,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 48, 8131, 0, {  14592       1       1}, {  256     1     1},         0.03674, 0, 7, 20, 0, NA,       228.00,        50.36,        13.67,         2.67,         9.78,         0.89,         0.00,        97.76,         4.49,         1.66,        63.69,        96.97,        35.96,         7.66,         0.00,         0.00,        50.00,         0.00
Fan1_pim__k1_Tahiti1, 49, 8132, 0, {    256       1       1}, {  256     1     1},         0.02178, 0, 4, 14, 0, NA,         4.00,        20.00,        10.00,         2.00,         9.00,         1.00,         0.00,        82.02,         0.04,         0.03,        13.06,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 50, 8133, 0, {    256       1       1}, {  256     1     1},         0.02089, 0, 4, 14, 0, NA,         4.00,        16.50,         8.75,         1.50,         8.50,         0.75,         0.00,        74.20,         0.04,         0.03,         8.69,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 51, 8134, 0, {    256       1       1}, {  256     1     1},         0.01970, 0, 4, 14, 0, NA,         4.00,         9.50,         6.25,         0.50,         7.50,         0.25,         0.00,        90.20,         0.02,         0.02,         4.38,         0.00,         1.46,         0.37,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 52, 8135, 0, {  14592       1       1}, {  256     1     1},         0.03852, 0, 7, 20, 0, NA,       228.00,        52.07,        14.04,         3.05,        10.02,         1.02,         0.00,        97.66,         4.46,         1.65,        76.69,        96.72,        37.88,        10.73,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 53, 8136, 0, {  14592       1       1}, {  256     1     1},         0.03852, 0, 7, 20, 0, NA,       228.00,        52.00,        14.00,         3.00,        10.00,         1.00,         0.00,        97.66,         4.43,         1.63,        88.38,        96.24,        39.87,        11.85,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 54, 8137, 0, {  14592       1       1}, {  256     1     1},         0.03644, 0, 7, 20, 0, NA,       228.00,        50.16,        13.63,         2.63,         9.75,         0.88,         0.00,        97.64,         4.44,         1.64,        63.38,        96.90,        37.08,         8.84,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 55, 8138, 0, {    256       1       1}, {  256     1     1},         0.02089, 0, 4, 14, 0, NA,         4.00,        20.00,        10.00,         2.00,         9.00,         1.00,         0.00,        81.70,         0.05,         0.04,        13.00,         0.00,         4.21,         1.41,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 56, 8139, 0, {    256       1       1}, {  256     1     1},         0.02089, 0, 4, 14, 0, NA,         4.00,        13.00,         7.50,         1.00,         8.00,         0.50,         0.00,        96.88,         0.03,         0.03,         8.62,         0.00,         2.32,         0.70,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 57, 8140, 0, {    256       1       1}, {  256     1     1},         0.02000, 0, 4, 14, 0, NA,         4.00,         9.50,         6.25,         0.50,         7.50,         0.25,         0.00,        89.45,         0.02,         0.02,         4.31,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 58, 8141, 0, {  14592       1       1}, {  256     1     1},         0.03778, 0, 7, 20, 0, NA,       228.00,        52.07,        14.04,         3.05,        10.02,         1.02,         0.00,        97.55,         4.48,         1.65,        76.31,        96.72,        37.57,        10.84,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 59, 8142, 0, {  14592       1       1}, {  256     1     1},         0.03689, 0, 7, 20, 0, NA,       228.00,        52.00,        14.00,         3.00,        10.00,         1.00,         0.00,        97.55,         4.62,         1.70,        87.94,        96.20,        38.33,        11.42,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 60, 8143, 0, {  14592       1       1}, {  256     1     1},         0.03615, 0, 7, 20, 0, NA,       228.00,        49.89,        13.58,         2.58,         9.72,         0.86,         0.00,        97.62,         4.51,         1.67,        63.06,        96.87,        35.22,         8.38,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 61, 8144, 0, {    256       1       1}, {  256     1     1},         0.02148, 0, 4, 14, 0, NA,         4.00,        20.00,        10.00,         2.00,         9.00,         1.00,         0.00,        81.39,         0.05,         0.04,        12.94,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 62, 8145, 0, {    256       1       1}, {  256     1     1},         0.02074, 0, 4, 14, 0, NA,         4.00,        13.00,         7.50,         1.00,         8.00,         0.50,         0.00,        96.36,         0.03,         0.03,         8.56,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 63, 8146, 0, {    256       1       1}, {  256     1     1},         0.01970, 0, 4, 14, 0, NA,         4.00,         9.50,         6.25,         0.50,         7.50,         0.25,         0.00,        88.71,         0.02,         0.02,         4.25,         0.00,         1.45,         0.35,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 64, 8147, 0, {  14592       1       1}, {  256     1     1},         0.03704, 0, 7, 20, 0, NA,       228.00,        52.07,        14.04,         3.05,        10.02,         1.02,         0.00,        97.43,         4.50,         1.66,        78.00,        96.62,        38.73,        11.79,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 65, 8148, 0, {  14592       1       1}, {  256     1     1},         0.03778, 0, 7, 20, 0, NA,       228.00,        52.00,        14.00,         3.00,        10.00,         1.00,         0.00,        97.43,         4.52,         1.66,        83.12,        96.44,        37.61,        10.90,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 66, 8149, 0, {  14592       1       1}, {  256     1     1},         0.03630, 0, 7, 20, 0, NA,       228.00,        49.70,        13.54,         2.54,         9.69,         0.85,         0.00,        97.50,         4.44,         1.64,        62.75,        96.78,        36.73,         8.51,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 67, 8150, 0, {    256       1       1}, {  256     1     1},         0.02015, 0, 4, 14, 0, NA,         4.00,        20.00,        10.00,         2.00,         9.00,         1.00,         0.00,        81.07,         0.05,         0.03,        12.88,         0.00,         3.94,         1.21,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 68, 8151, 0, {    256       1       1}, {  256     1     1},         0.02089, 0, 4, 14, 0, NA,         4.00,        13.00,         7.50,         1.00,         8.00,         0.50,         0.00,        95.85,         0.03,         0.03,         8.50,         0.00,         2.36,         0.71,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 69, 8152, 0, {    256       1       1}, {  256     1     1},         0.01985, 0, 4, 14, 0, NA,         4.00,         9.50,         6.25,         0.50,         7.50,         0.25,         0.00,        87.96,         0.02,         0.02,         4.19,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 70, 8153, 0, {  14592       1       1}, {  256     1     1},         0.03733, 0, 7, 20, 0, NA,       228.00,        52.07,        14.04,         3.05,        10.02,         1.02,         0.00,        97.32,         4.52,         1.67,        87.88,        96.18,        36.21,        10.57,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 71, 8154, 0, {  14592       1       1}, {  256     1     1},         0.03763, 0, 7, 20, 0, NA,       228.00,        52.00,        14.00,         3.00,        10.00,         1.00,         0.00,        97.32,         4.57,         1.68,        74.75,        96.76,        35.33,        10.19,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 72, 8155, 0, {  14592       1       1}, {  256     1     1},         0.03570, 0, 7, 20, 0, NA,       228.00,        49.50,        13.50,         2.50,         9.67,         0.83,         0.00,        97.39,         4.54,         1.68,        62.44,        96.73,        35.33,         7.05,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 73, 8156, 0, {    256       1       1}, {  256     1     1},         0.02104, 0, 4, 14, 0, NA,         4.00,        20.00,        10.00,         2.00,         9.00,         1.00,         0.00,        80.75,         0.05,         0.04,        12.81,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 74, 8157, 0, {    256       1       1}, {  256     1     1},         0.02059, 0, 4, 14, 0, NA,         4.00,        13.00,         7.50,         1.00,         8.00,         0.50,         0.00,        95.34,         0.03,         0.03,         8.44,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00,         0.00
Fan1_pim__k1_Tahiti1, 75, 8158, 0, {    256       1       1}, {  256     1     1},         0.01941, 0, 4, 14, 0, NA,         4.00,         9.50,         6.25,         0.50,         7.50,         0.25,         0.00,        87.22,         0.02,         0.02,         4.12,         0.00,         1.45,         0.34,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 76, 8159, 0, {  14592       1       1}, {  256     1     1},         0.03748, 0, 7, 20, 0, NA,       228.00,        52.07,        14.04,         3.05,        10.02,         1.02,         0.00,        97.21,         4.42,         1.63,        87.44,        96.23,        39.82,        11.06,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 77, 8160, 0, {  14592       1       1}, {  256     1     1},         0.03689, 0, 7, 20, 0, NA,       228.00,        52.00,        14.00,         3.00,        10.00,         1.00,         0.00,        97.21,         4.52,         1.67,        74.38,        96.78,        38.30,         9.58,         0.00,         0.00,         0.00,         0.00
Fan2_pim__k2_Tahiti1, 78, 8161, 0, {  14592       1       1}, {  256     1     1},         0.03644, 0, 7, 20, 0, NA,       228.00,        49.30,        13.46,         2.46,         9.64,         0.82,         0.00,        97.27,         4.53,         1.68,        62.12,        96.67,        33.60,         5.89,         0.00,         0.00,         0.00,         0.00
