Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
93, 31803, 505, 1915200, 394223, 948956, 1566445, 24795 
94, 31803, 490, 1858200, 394206, 948965, 1558769, 24753 
95, 31803, 674, 2561200, 588387, 1304588, 2136620, 35245 
96, 31803, 123, 467400, 97343, 178181, 469998, 16571 
97, 31803, 125, 475000, 97344, 178182, 469113, 16592 
98, 31803, 840, 3192000, 174969, 368842, 589687, 2764 
99, 31803, 31, 114000, 11623, 25846, 108916, 919 
100, 31803, 2, 3800, 414, 721, 12703, 117 
101, 31803, 2, 7600, 408, 720, 12580, 111 
102, 31803, 2, 7600, 408, 720, 12690, 114 
103, 31803, 2, 3800, 408, 720, 12313, 114 
104, 31803, 24660, 93711800, 12492300, 20643888, 62519559, 1134447 
105, 31803, 2, 3800, 416, 718, 10239, 96 
106, 31803, 2, 3800, 401, 718, 12524, 110 
107, 31803, 2, 7600, 401, 718, 12730, 104 
108, 31803, 2, 3800, 394, 719, 7806, 68 
109, 31803, 2, 3800, 360, 724, 4294, 26 
110, 31803, 3, 7600, 413, 721, 12256, 118 
111, 31803, 3, 7600, 410, 720, 11900, 115 
112, 31803, 2, 3800, 405, 720, 12388, 108 
113, 31803, 2, 3800, 421, 720, 10014, 102 
114, 31803, 25049, 95186200, 12492508, 20643891, 62728244, 1150768 
115, 31803, 2, 7600, 399, 718, 11886, 107 
116, 31803, 2, 7600, 400, 718, 12449, 109 
117, 31803, 2, 3800, 398, 718, 12439, 111 
118, 31803, 1, 3800, 349, 719, 3343, 4 
119, 31803, 1, 3800, 355, 724, 3895, 25 
120, 31803, 2, 7600, 408, 721, 13311, 108 
121, 31803, 2, 7600, 408, 720, 12032, 108 
122, 31803, 2, 7600, 404, 720, 13602, 108 
123, 31803, 1, 3800, 358, 720, 3687, 9 
124, 31803, 25141, 95535800, 12492481, 20643893, 63496984, 1147323 
125, 31803, 2, 7600, 399, 718, 12693, 109 
126, 31803, 2, 3800, 400, 718, 12739, 104 
127, 31803, 2, 7600, 401, 718, 11664, 106 
128, 31803, 2, 7600, 401, 719, 8084, 57 
129, 31803, 2, 7600, 419, 742, 7108, 76 
130, 31803, 1, 3800, 346, 704, 2845, 5 
1, 31812, 9056, 34412800, 1040128, 2510008, 5962948, 34553 
131, 31803, 2, 7600, 376, 657, 7397, 75 
132, 31803, 1, 3800, 340, 704, 3135, 9 
1, 31813, 7765, 29507000, 1041312, 2516851, 5665419, 31155 
133, 31803, 2, 11400, 376, 657, 7711, 66 
134, 31803, 1, 3800, 342, 704, 3270, 7 
1, 31814, 8309, 31578000, 1044412, 2521885, 5853216, 34964 
135, 31803, 35, 136800, 15042, 29674, 128613, 2804 
136, 31803, 280, 1064000, 196745, 563915, 982197, 1046 
137, 31803, 269, 1018400, 196676, 564036, 976492, 1041 
138, 31803, 289, 1094400, 218588, 604163, 1018144, 1105 
139, 31803, 16, 60800, 11162, 20485, 63119, 1876 
140, 31803, 12, 45600, 11135, 20485, 44471, 1025 
141, 31803, 118, 444600, 97740, 179476, 446346, 16566 
142, 31803, 601, 2283800, 394219, 995651, 1970964, 24761 
143, 31803, 613, 2325600, 394181, 995646, 1984995, 24795 
144, 31803, 770, 2926000, 588359, 1350532, 2583610, 35674 
145, 31803, 121, 463600, 97351, 178181, 466806, 16604 
146, 31803, 124, 471200, 97352, 178181, 474867, 16613 
147, 31803, 851, 3233800, 175048, 369138, 601036, 2713 
148, 31803, 31, 114000, 12060, 26966, 109855, 913 
149, 31803, 2, 7600, 410, 721, 13745, 109 
150, 31803, 2, 7600, 413, 720, 12939, 112 
151, 31803, 3, 7600, 411, 720, 13175, 109 
152, 31803, 1, 3800, 353, 720, 3174, 2 
153, 31803, 24915, 94684600, 12492254, 20643887, 62599876, 1147296 
154, 31803, 3, 7600, 400, 718, 12607, 107 
155, 31803, 3, 7600, 403, 718, 12372, 107 
156, 31803, 3, 7600, 402, 718, 12319, 106 
157, 31803, 3, 7600, 397, 719, 12412, 114 
158, 31803, 2, 3800, 359, 724, 4473, 26 
159, 31803, 2, 3800, 414, 721, 9124, 101 
160, 31803, 2, 3800, 409, 720, 12100, 112 
161, 31803, 3, 7600, 409, 720, 12733, 111 
162, 31803, 1, 3800, 357, 720, 3536, 4 
163, 31803, 24485, 93046800, 12492510, 20643886, 61769268, 1134359 
164, 31803, 2, 7600, 406, 718, 11798, 101 
165, 31803, 2, 7600, 399, 718, 14311, 104 
166, 31803, 2, 7600, 404, 718, 12564, 102 
167, 31803, 1, 3800, 345, 719, 3027, 1 
168, 31803, 1, 3800, 353, 724, 4267, 32 
169, 31803, 2, 3800, 415, 721, 12501, 109 
170, 31803, 2, 7600, 410, 720, 13004, 111 
171, 31803, 3, 7600, 406, 720, 12777, 115 
172, 31803, 1, 3800, 355, 720, 3266, 6 
173, 31803, 24365, 92590800, 12492252, 20643888, 61667340, 1139190 
174, 31803, 1, 7600, 393, 718, 6102, 32 
175, 31803, 2, 7600, 399, 718, 13466, 105 
176, 31803, 2, 7600, 397, 718, 12704, 107 
177, 31803, 1, 3800, 347, 719, 3708, 5 
178, 31803, 2, 7600, 423, 742, 7365, 64 
179, 31803, 1, 3800, 345, 704, 3087, 3 
1, 31815, 7941, 30179600, 1043915, 2520720, 5919440, 36042 
180, 31803, 2, 7600, 375, 657, 7301, 69 
181, 31803, 1, 3800, 340, 704, 3427, 8 
1, 31816, 8026, 30498800, 1042875, 2519568, 5789661, 33700 
182, 31803, 2, 11400, 376, 657, 7261, 73 
183, 31803, 1, 3800, 342, 704, 3033, 11 
1, 31817, 7847, 29818600, 1041814, 2519974, 5686616, 33060 
184, 31803, 34, 129200, 15047, 29687, 124851, 2899 
185, 31803, 270, 1022200, 197033, 550075, 950728, 1959 
186, 31803, 270, 1026000, 197073, 550048, 968202, 3210 
187, 31803, 288, 1098200, 218999, 590059, 1036696, 4274 
188, 31803, 13, 45600, 11141, 20485, 48515, 1115 
189, 31803, 8, 26600, 11139, 20485, 26673, 17 
190, 31803, 118, 452200, 97726, 179396, 448740, 16550 
191, 31803, 662, 2515600, 394214, 986934, 2204349, 24786 
192, 31803, 716, 2720800, 394221, 986963, 2268874, 24774 
193, 31803, 833, 3165400, 588333, 1340865, 2768827, 35563 
194, 31803, 123, 463600, 97354, 178181, 470542, 16601 
195, 31803, 125, 471200, 97350, 178181, 477829, 16616 
196, 31803, 834, 3173000, 175087, 369326, 591236, 2377 
197, 31803, 32, 117800, 12243, 27281, 113601, 920 
198, 31803, 2, 7600, 410, 721, 10799, 117 
199, 31803, 2, 3800, 403, 720, 12623, 113 
200, 31803, 3, 7600, 411, 720, 12707, 118 
201, 31803, 2, 3800, 408, 720, 12224, 108 
202, 31803, 25083, 95315400, 12492351, 20643889, 63283885, 1161428 
203, 31803, 3, 7600, 401, 718, 12186, 109 
204, 31803, 3, 7600, 399, 718, 13348, 108 
205, 31803, 2, 7600, 401, 718, 12151, 105 
206, 31803, 2, 7600, 411, 719, 10149, 108 
207, 31803, 1, 3800, 360, 724, 4687, 38 
208, 31803, 2, 3800, 408, 721, 11856, 110 
209, 31803, 2, 3800, 406, 720, 12811, 117 
210, 31803, 2, 7600, 408, 720, 12723, 115 
211, 31803, 1, 3800, 352, 720, 3266, 3 
212, 31803, 24229, 92070200, 12492291, 20643887, 61212758, 1134803 
213, 31803, 2, 7600, 402, 718, 8410, 62 
214, 31803, 2, 3800, 398, 718, 12976, 115 
215, 31803, 3, 7600, 402, 718, 12750, 105 
216, 31803, 1, 3800, 347, 719, 3260, 6 
217, 31803, 1, 3800, 355, 724, 3864, 32 
218, 31803, 2, 3800, 409, 721, 12326, 111 
219, 31803, 2, 7600, 411, 720, 12361, 117 
220, 31803, 2, 7600, 408, 720, 12108, 110 
221, 31803, 1, 3800, 352, 720, 3433, 13 
222, 31803, 24941, 94775800, 12492200, 20643891, 62606048, 1151237 
223, 31803, 2, 7600, 401, 718, 11940, 105 
224, 31803, 2, 7600, 400, 718, 13595, 112 
225, 31803, 2, 3800, 401, 718, 12551, 107 
226, 31803, 1, 0, 347, 719, 3709, 6 
227, 31803, 2, 7600, 419, 742, 7583, 67 
228, 31803, 1, 3800, 339, 704, 2971, 3 
1, 31818, 8015, 30453200, 1043560, 2519510, 5887364, 35720 
229, 31803, 2, 11400, 382, 657, 7977, 68 
230, 31803, 1, 3800, 339, 704, 3378, 9 
1, 31819, 8205, 31179000, 1043062, 2519389, 5961830, 36592 
231, 31803, 2, 7600, 375, 657, 7523, 69 
232, 31803, 1, 3800, 344, 704, 3422, 9 
1, 31820, 7831, 29754000, 1043607, 2520428, 5962737, 35153 
233, 31803, 34, 129200, 15136, 29883, 125297, 2835 
234, 31803, 228, 866400, 197097, 542324, 806602, 3207 
235, 31803, 222, 843600, 197033, 542275, 799754, 1028 
236, 31803, 250, 946200, 219048, 582546, 872266, 4425 
237, 31803, 18, 64600, 11173, 20485, 67409, 2006 
238, 31803, 11, 41800, 11145, 20485, 42075, 821 
239, 31803, 117, 444600, 97719, 179370, 444526, 16558 
240, 31803, 650, 2466200, 394211, 982683, 2158209, 24763 
241, 31803, 655, 2489000, 394194, 982516, 2148844, 24789 
242, 31803, 884, 3359200, 588384, 1334455, 2972753, 35441 
243, 31803, 122, 463600, 97345, 178181, 467847, 16591 
244, 31803, 121, 459800, 97354, 178181, 463089, 16602 
245, 31803, 837, 3176800, 175248, 369402, 605700, 2742 
246, 31803, 92, 353400, 12268, 27441, 343851, 994 
247, 31803, 2, 3800, 407, 721, 12481, 121 
248, 31803, 2, 7600, 407, 720, 12193, 116 
249, 31803, 2, 7600, 404, 720, 11864, 114 
250, 31803, 2, 3800, 365, 720, 5347, 42 
251, 31803, 24747, 94038600, 12492538, 20643896, 62727102, 1142998 
252, 31803, 2, 3800, 406, 718, 10093, 88 
253, 31803, 2, 7600, 401, 718, 12799, 104 
254, 31803, 2, 7600, 399, 718, 12556, 112 
255, 31803, 1, 3800, 381, 719, 6558, 46 
256, 31803, 1, 3800, 357, 724, 3971, 29 
257, 31803, 3, 7600, 409, 721, 12682, 121 
258, 31803, 2, 7600, 411, 720, 12459, 115 
259, 31803, 3, 7600, 408, 720, 12843, 115 
260, 31803, 2, 7600, 417, 720, 10355, 99 
261, 31803, 25160, 95608000, 12492515, 20643891, 62850889, 1149498 
262, 31803, 2, 3800, 368, 718, 6006, 30 
263, 31803, 2, 7600, 400, 718, 14983, 111 
264, 31803, 2, 7600, 400, 718, 12019, 110 
265, 31803, 1, 3800, 351, 719, 3217, 8 
266, 31803, 1, 3800, 355, 724, 4131, 26 
267, 31803, 2, 7600, 411, 721, 11801, 116 
268, 31803, 3, 7600, 404, 720, 12256, 110 
269, 31803, 2, 7600, 409, 720, 13058, 117 
270, 31803, 1, 3800, 356, 720, 3378, 8 
271, 31803, 25068, 95262200, 12492618, 20643887, 63058022, 1149266 
272, 31803, 1, 3800, 394, 718, 6088, 43 
273, 31803, 3, 7600, 401, 718, 14039, 109 
274, 31803, 2, 7600, 401, 718, 12311, 110 
275, 31803, 2, 7600, 387, 719, 9086, 70 
276, 31803, 2, 7600, 427, 742, 6768, 69 
277, 31803, 1, 3800, 346, 704, 2823, 3 
1, 31821, 8055, 30609000, 1039869, 2512686, 5901742, 35873 
278, 31803, 2, 7600, 376, 657, 7259, 71 
279, 31803, 1, 3800, 341, 704, 3461, 8 
1, 31822, 7859, 29864200, 1040898, 2514947, 5763778, 34312 
280, 31803, 2, 11400, 373, 657, 7555, 69 
281, 31803, 1, 3800, 339, 704, 3488, 8 
1, 31823, 8142, 30939600, 1048380, 2530692, 5888612, 34786 
282, 31803, 35, 133000, 15243, 30160, 127832, 2903 
283, 31803, 191, 725800, 197045, 537855, 670486, 1042 
284, 31803, 198, 748600, 197041, 537848, 695042, 1027 
285, 31803, 209, 790400, 218923, 578064, 729450, 1077 
286, 31803, 7, 26600, 11145, 20485, 25642, 4 
287, 31803, 7, 26600, 11145, 20485, 25861, 3 
288, 31803, 123, 467400, 97699, 179361, 467893, 16548 
289, 31803, 630, 2397800, 394220, 976845, 1831839, 24796 
290, 31803, 562, 2135600, 394229, 976828, 1828222, 24766 
291, 31803, 757, 2872800, 588390, 1322870, 2488956, 35222 
292, 31803, 123, 467400, 97350, 178181, 471808, 16596 
293, 31803, 122, 467400, 97347, 178181, 470327, 16586 
294, 31803, 821, 3116000, 175094, 369322, 573434, 2405 
295, 31803, 33, 125400, 12372, 27758, 118809, 948 
296, 31803, 2, 3800, 380, 721, 6121, 53 
297, 31803, 3, 7600, 405, 720, 12600, 110 
298, 31803, 3, 7600, 409, 720, 12495, 110 
299, 31803, 2, 7600, 406, 720, 12019, 113 
300, 31803, 24171, 91853600, 12492302, 20643885, 60892573, 1133559 
301, 31803, 2, 7600, 418, 718, 9680, 95 
302, 31803, 2, 7600, 404, 718, 13352, 107 
303, 31803, 2, 7600, 407, 718, 12881, 118 
304, 31803, 1, 3800, 353, 719, 4014, 8 
305, 31803, 1, 3800, 353, 724, 3782, 24 
306, 31803, 3, 7600, 406, 721, 12489, 105 
307, 31803, 2, 3800, 406, 720, 12318, 113 
308, 31803, 3, 7600, 413, 720, 12302, 112 
309, 31803, 1, 3800, 356, 720, 3399, 7 
310, 31803, 24727, 93970200, 12492405, 20643891, 62053032, 1145545 
311, 31803, 2, 7600, 400, 718, 11714, 104 
312, 31803, 2, 7600, 396, 719, 13678, 114 
313, 31803, 2, 7600, 401, 718, 12766, 111 
314, 31803, 1, 3800, 352, 719, 3278, 9 
315, 31803, 1, 7600, 357, 724, 4623, 34 
316, 31803, 3, 7600, 408, 721, 12714, 107 
317, 31803, 2, 3800, 412, 720, 12454, 111 
318, 31803, 2, 7600, 406, 720, 12433, 112 
319, 31803, 2, 7600, 407, 720, 12835, 115 
320, 31803, 24317, 92408400, 12492411, 20643887, 61276771, 1134683 
321, 31803, 2, 3800, 402, 718, 12282, 107 
322, 31803, 3, 7600, 400, 718, 12682, 111 
323, 31803, 2, 7600, 400, 718, 12219, 110 
324, 31803, 2, 7600, 404, 719, 12581, 106 
325, 31803, 2, 7600, 427, 742, 6779, 66 
326, 31803, 1, 3800, 344, 704, 3028, 4 
1, 31824, 7847, 29818600, 1039438, 2513681, 5761357, 34464 
327, 31803, 2, 7600, 371, 657, 7355, 68 
328, 31803, 1, 3800, 342, 704, 3379, 9 
1, 31825, 7985, 30346800, 1042158, 2515985, 5902688, 36393 
329, 31803, 2, 7600, 378, 657, 7019, 71 
330, 31803, 1, 3800, 340, 704, 3112, 10 
1, 31826, 7744, 29427200, 1039871, 2512818, 5984376, 34901 
331, 31803, 34, 129200, 15358, 30445, 126131, 2891 
332, 31803, 214, 809400, 197060, 539357, 720759, 2481 
333, 31803, 197, 752400, 197045, 539090, 692000, 1028 
334, 31803, 220, 836000, 218959, 579296, 768514, 1159 
335, 31803, 7, 26600, 11148, 20485, 27123, 6 
336, 31803, 7, 26600, 11137, 20485, 25843, 1 
337, 31803, 120, 456000, 97731, 179397, 455461, 16548 
338, 31803, 621, 2363600, 394242, 981940, 2019479, 24789 
339, 31803, 612, 2321800, 394176, 981671, 2010040, 24773 
340, 31803, 871, 3309800, 588318, 1332654, 2902614, 35717 
341, 31803, 123, 463600, 97349, 178181, 471230, 16603 
342, 31803, 122, 459800, 97348, 178181, 467453, 16593 
343, 31803, 821, 3119800, 175075, 369501, 585336, 2476 
344, 31803, 32, 121600, 12245, 27368, 115591, 921 
345, 31803, 2, 3800, 381, 721, 8799, 64 
346, 31803, 3, 7600, 406, 720, 12260, 117 
347, 31803, 2, 3800, 413, 720, 12721, 115 
348, 31803, 3, 7600, 406, 720, 11950, 111 
349, 31803, 24855, 94452800, 12492449, 20643889, 62357615, 1145801 
350, 31803, 2, 7600, 400, 718, 12160, 109 
351, 31803, 2, 7600, 407, 718, 12301, 105 
352, 31803, 3, 7600, 402, 718, 12140, 114 
353, 31803, 2, 7600, 401, 719, 12500, 103 
354, 31803, 1, 3800, 355, 724, 4121, 32 
355, 31803, 2, 7600, 409, 721, 12679, 121 
356, 31803, 2, 3800, 409, 720, 12250, 111 
357, 31803, 2, 3800, 408, 720, 13129, 117 
358, 31803, 1, 3800, 352, 720, 3429, 4 
359, 31803, 24136, 91720600, 12492318, 20643890, 60808732, 1132627 
360, 31803, 2, 7600, 401, 718, 12128, 113 
361, 31803, 3, 7600, 406, 718, 12414, 104 
362, 31803, 2, 7600, 404, 718, 11955, 107 
363, 31803, 2, 7600, 416, 719, 11169, 97 
364, 31803, 2, 3800, 354, 724, 4162, 31 
365, 31803, 3, 7600, 409, 721, 12787, 112 
366, 31803, 3, 7600, 407, 721, 14599, 114 
367, 31803, 2, 7600, 406, 720, 12583, 117 
368, 31803, 2, 7600, 406, 720, 12213, 112 
369, 31803, 24429, 92830200, 12492211, 20643891, 61925371, 1145842 
370, 31803, 2, 3800, 402, 718, 11932, 116 
371, 31803, 3, 7600, 399, 718, 12147, 100 
372, 31803, 2, 7600, 399, 718, 11764, 99 
373, 31803, 1, 3800, 346, 719, 3199, 6 
374, 31803, 2, 7600, 422, 742, 7717, 69 
375, 31803, 1, 3800, 343, 704, 2761, 6 
1, 31827, 8209, 31194200, 1042130, 2516662, 5874832, 36407 
376, 31803, 2, 7600, 374, 657, 7719, 72 
377, 31803, 1, 3800, 341, 704, 3067, 6 
1, 31828, 7819, 29716000, 1041739, 2519949, 5716624, 32906 
378, 31803, 2, 11400, 373, 657, 7624, 68 
379, 31803, 1, 3800, 343, 704, 3341, 9 
1, 31829, 8067, 30650800, 1042538, 2515769, 5948831, 36786 
380, 31803, 36, 140600, 15188, 29987, 135387, 2848 
381, 31803, 205, 779000, 197039, 539686, 724271, 1048 
382, 31803, 206, 779000, 197041, 539944, 730701, 1027 
383, 31803, 227, 866400, 218927, 579951, 775468, 1100 
384, 31803, 7, 26600, 11148, 20485, 27948, 21 
385, 31803, 7, 26600, 11143, 20485, 27460, 10 
386, 31803, 131, 497800, 97755, 179396, 489026, 16569 
387, 31803, 607, 2302800, 394258, 976595, 1952425, 24793 
388, 31803, 584, 2219200, 394214, 976725, 1915719, 24778 
389, 31803, 779, 2960200, 588328, 1322716, 2579186, 35604 
390, 31803, 120, 456000, 97346, 178181, 462227, 16597 
391, 31803, 121, 456000, 97350, 178181, 460786, 16599 
392, 31803, 856, 3249000, 175223, 369361, 620331, 2817 
393, 31803, 33, 121600, 12302, 27479, 115652, 905 
394, 31803, 2, 7600, 408, 721, 12007, 112 
395, 31803, 2, 7600, 410, 720, 12802, 114 
396, 31803, 2, 7600, 405, 720, 12443, 119 
397, 31803, 2, 7600, 419, 720, 13037, 112 
398, 31803, 25813, 98097000, 12492735, 20643892, 65862675, 1169219 
399, 31803, 1, 7600, 382, 718, 8199, 47 
400, 31803, 3, 7600, 397, 718, 12459, 108 
401, 31803, 2, 3800, 400, 718, 12387, 111 
402, 31803, 1, 3800, 347, 719, 3307, 5 
403, 31803, 1, 3800, 352, 724, 3740, 20 
404, 31803, 2, 3800, 417, 721, 12697, 113 
405, 31803, 2, 3800, 408, 720, 12158, 110 
406, 31803, 3, 7600, 410, 720, 13176, 128 
407, 31803, 2, 3800, 353, 720, 3530, 6 
408, 31803, 24266, 92210800, 12492372, 20643886, 61183855, 1134651 
409, 31803, 2, 7600, 407, 718, 12638, 115 
410, 31803, 3, 7600, 405, 718, 12229, 114 
411, 31803, 3, 7600, 401, 718, 12103, 101 
412, 31803, 2, 7600, 401, 719, 11608, 108 
413, 31803, 1, 3800, 362, 724, 4719, 33 
414, 31803, 3, 7600, 409, 721, 13025, 118 
415, 31803, 2, 3800, 408, 720, 12083, 111 
416, 31803, 2, 7600, 411, 720, 12795, 117 
417, 31803, 1, 3800, 355, 720, 3441, 3 
418, 31803, 24372, 92617400, 12492329, 20643889, 61484419, 1134740 
419, 31803, 1, 7600, 417, 718, 8974, 89 
420, 31803, 2, 7600, 403, 718, 12390, 109 
421, 31803, 2, 3800, 401, 718, 12305, 105 
422, 31803, 2, 3800, 345, 719, 3308, 11 
423, 31803, 2, 7600, 419, 742, 7503, 69 
424, 31803, 1, 3800, 346, 704, 2923, 3 
1, 31830, 8644, 32851000, 1043380, 2515757, 6381533, 38775 
425, 31803, 2, 7600, 376, 657, 7379, 72 
426, 31803, 1, 3800, 340, 704, 3399, 9 
1, 31831, 8387, 31874400, 1042133, 2516080, 6062462, 36796 
427, 31803, 2, 7600, 374, 657, 7141, 76 
428, 31803, 1, 3800, 344, 704, 3289, 15 
1, 31832, 8005, 30419000, 1043481, 2518669, 6003690, 36229 
429, 31803, 34, 129200, 15235, 30180, 124948, 2901 
430, 31803, 222, 843600, 197100, 541552, 783579, 3215 
431, 31803, 222, 847400, 197041, 541476, 770173, 1196 
432, 31803, 245, 927200, 219027, 581764, 852297, 4426 
433, 31803, 12, 45600, 11140, 20485, 45416, 1037 
434, 31803, 7, 26600, 11138, 20485, 26054, 5 
435, 31803, 119, 448400, 97736, 179426, 447518, 16527 
436, 31803, 656, 2492800, 394226, 982066, 2117729, 24793 
437, 31803, 635, 2409200, 394264, 981994, 2067893, 24785 
438, 31803, 882, 3351600, 588343, 1333296, 2963721, 35691 
439, 31803, 123, 467400, 97340, 178181, 472939, 16587 
440, 31803, 125, 471200, 97343, 178182, 465930, 16608 
441, 31803, 847, 3218600, 175306, 369460, 612920, 2740 
442, 31803, 33, 125400, 12554, 28105, 117605, 927 
443, 31803, 2, 3800, 408, 721, 12821, 118 
444, 31803, 3, 7600, 411, 720, 12538, 103 
445, 31803, 2, 7600, 412, 720, 12755, 112 
446, 31803, 1, 3800, 355, 720, 3270, 5 
447, 31803, 24271, 92233600, 12492481, 20643887, 60985082, 1133016 
448, 31803, 2, 3800, 401, 718, 11624, 100 
449, 31803, 3, 7600, 398, 718, 14136, 106 
450, 31803, 2, 3800, 404, 718, 12501, 105 
451, 31803, 2, 3800, 401, 719, 11955, 103 
452, 31803, 1, 3800, 360, 724, 4570, 26 
