#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github/PIM/rodinia/streamcluster/streamcluster.exe
#ApplicationArgs=10 20 256 65536 65536 1000 none output.txt 1 -t gpu -d 0
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
pgain_kernel_pim__k1_Tahiti1, 51, 11252, 0, {  22016       1       1}, {  256     1     1},         0.44133, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.92,         6.07,         1.74,     22614.88,        10.04,        14.13,         0.14,         0.00,         0.00,        77.12,         0.00
pgain_kernel_pim__k1_Tahiti1, 52, 11253, 0, {  22016       1       1}, {  256     1     1},         0.42726, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.17,         6.40,         1.83,     22720.94,         3.57,        17.70,         0.04,         0.00,         0.00,       144.22,         0.00
pgain_kernel_pim__k1_Tahiti1, 53, 11254, 0, {  22016       1       1}, {  256     1     1},         0.47585, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.17,         5.87,         1.68,     22766.75,        10.25,        18.72,         0.06,         0.01,         0.00,        86.53,         0.00
pgain_kernel_pim__k1_Tahiti1, 54, 11255, 0, {  22016       1       1}, {  256     1     1},         0.45896, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.91,         5.66,         1.62,     22586.19,        10.09,        12.56,         0.04,         0.02,         0.00,       261.38,         0.00
pgain_kernel_pim__k1_Tahiti1, 55, 11256, 0, {  22016       1       1}, {  256     1     1},         0.45600, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.17,         6.08,         1.74,     22742.62,         4.69,        16.08,         0.05,         0.02,         0.00,        68.66,         0.00
pgain_kernel_pim__k1_Tahiti1, 56, 11257, 0, {  22016       1       1}, {  256     1     1},         0.43407, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.17,         6.41,         1.83,     23019.62,        11.61,        17.18,         0.06,         0.02,         0.00,        73.34,         0.00
pgain_kernel_pim__k1_Tahiti1, 57, 11258, 0, {  22016       1       1}, {  256     1     1},         0.45881, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.92,         5.81,         1.66,     22577.69,        10.11,        12.89,         0.04,         0.03,         0.00,        66.06,         0.00
pgain_kernel_pim__k1_Tahiti1, 58, 11259, 0, {  22016       1       1}, {  256     1     1},         0.46533, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.16,         5.95,         1.70,     22740.44,         4.43,        17.23,         0.04,         0.01,         0.00,        83.19,         0.00
pgain_kernel_pim__k1_Tahiti1, 59, 11260, 0, {  22016       1       1}, {  256     1     1},         0.45778, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.16,         5.90,         1.69,     22761.75,         9.98,        14.17,         0.05,         0.02,         0.00,        88.12,         0.00
pgain_kernel_pim__k1_Tahiti1, 60, 11261, 0, {  22016       1       1}, {  256     1     1},         0.43763, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.90,         6.09,         1.74,     22776.56,        11.04,        16.49,         0.05,         0.03,         0.00,        85.19,         0.00
pgain_kernel_pim__k1_Tahiti1, 61, 11262, 0, {  22016       1       1}, {  256     1     1},         0.46519, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.17,         5.98,         1.71,     22739.62,         4.55,        16.77,         0.04,         0.00,         0.00,        58.09,         0.00
pgain_kernel_pim__k1_Tahiti1, 62, 11263, 0, {  22016       1       1}, {  256     1     1},         0.47511, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.17,         5.88,         1.68,     22761.06,        10.11,        18.02,         0.05,         0.01,         0.00,        62.75,         0.00
pgain_kernel_pim__k1_Tahiti1, 63, 11264, 0, {  22016       1       1}, {  256     1     1},         0.43630, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.92,         6.28,         1.79,     22618.56,        10.06,        16.46,         0.21,         0.00,         0.00,        75.84,         0.00
pgain_kernel_pim__k1_Tahiti1, 64, 11265, 0, {  22016       1       1}, {  256     1     1},         0.42785, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.16,         6.41,         1.83,     22720.62,         3.59,        16.94,         0.03,         0.00,         0.00,       143.56,         0.00
pgain_kernel_pim__k1_Tahiti1, 65, 11266, 0, {  22016       1       1}, {  256     1     1},         0.46844, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.16,         5.60,         1.60,     22762.44,        10.27,        17.58,         0.09,         0.00,         0.00,        94.72,         0.00
pgain_kernel_pim__k1_Tahiti1, 66, 11267, 0, {  22016       1       1}, {  256     1     1},         0.46637, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.91,         5.92,         1.69,     22585.12,        10.26,        17.17,         0.07,         0.01,         0.00,        88.09,         0.00
pgain_kernel_pim__k1_Tahiti1, 67, 11268, 0, {  22016       1       1}, {  256     1     1},         0.45659, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.16,         6.01,         1.72,     22743.25,         4.60,        17.34,         0.05,         0.01,         0.00,        83.06,         0.00
pgain_kernel_pim__k1_Tahiti1, 68, 11269, 0, {  22016       1       1}, {  256     1     1},         0.47674, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.16,         5.69,         1.63,     22765.12,        10.24,        18.27,         0.05,         0.04,         0.00,        92.84,         0.00
pgain_kernel_pim__k1_Tahiti1, 69, 11270, 0, {  22016       1       1}, {  256     1     1},         0.43822, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.91,         6.30,         1.80,     22619.50,        10.11,        16.22,         0.19,         0.00,         0.00,        78.06,         0.00
pgain_kernel_pim__k1_Tahiti1, 70, 11271, 0, {  22016       1       1}, {  256     1     1},         0.44830, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.17,         6.11,         1.75,     22747.81,         4.52,        17.24,         0.04,         0.00,         0.00,        70.69,         0.00
pgain_kernel_pim__k1_Tahiti1, 71, 11272, 0, {  22016       1       1}, {  256     1     1},         0.48563, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.17,         5.94,         1.70,     22768.06,        10.31,        17.80,         0.05,         0.02,         0.00,        85.34,         0.00
pgain_kernel_pim__k1_Tahiti1, 72, 11273, 0, {  22016       1       1}, {  256     1     1},         0.42978, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.91,         6.21,         1.77,     22622.31,        10.13,        16.57,         0.09,         0.00,         0.00,       206.22,         0.00
pgain_kernel_pim__k1_Tahiti1, 73, 11274, 0, {  22016       1       1}, {  256     1     1},         0.45556, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.15,         6.10,         1.74,     22732.06,         4.18,        16.16,         0.04,         0.00,         0.00,        46.91,         0.00
pgain_kernel_pim__k1_Tahiti1, 74, 11275, 0, {  22016       1       1}, {  256     1     1},         0.42711, 1024, 7, 22, 0, NA,       344.00,      2333.50,       334.25,       325.00,        18.00,         3.00,       320.00,        78.15,         6.47,         1.85,     22998.69,        10.77,        17.01,         0.03,         0.00,         0.00,        64.84,         0.00
pgain_kernel_pim__k1_Tahiti1, 75, 11276, 0, {  22016       1       1}, {  256     1     1},         0.46444, 1024, 7, 22, 0, NA,       344.00,      2322.95,       332.70,       323.48,        17.97,         2.98,       318.51,        77.90,         5.96,         1.70,     22562.56,         9.97,        14.53,         0.05,         0.02,         0.00,        61.00,         0.00
