#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github-test/PIM/rodinia/bfs/bfs
#ApplicationArgs=/home/lifxu/Desktop/Benchmarks/rodinia_2.3/data/bfs/graph1MW_6.txt
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
BFS_2_pim__k2_Tahiti1, 18, 7850, 0, { 333568       1       1}, {  256     1     1},         0.01704, 0, 8, 16, 0, NA,      5212.00,         8.05,         5.00,         1.00,        11.01,         0.04,         0.00,        86.92,         5.57,         6.92,       326.25,        21.45,        14.39,         0.06,         0.00,         0.00,         0.28,         0.00
BFS_1_pim__k1_Tahiti1, 19, 7851, 0, { 333568       1       1}, {  256     1     1},         0.02548, 0, 4, 22, 0, NA,      5212.00,        10.37,         6.24,         1.10,        11.02,         0.05,         0.00,        86.81,         6.87,         8.26,       344.25,         3.08,        16.41,         0.14,         0.00,         0.00,         0.09,         0.00
BFS_1_pim__k1_Tahiti1, 20, 7852, 0, { 333568       1       1}, {  256     1     1},         0.02607, 0, 4, 22, 0, NA,      5212.00,        10.47,         6.29,         1.12,        11.02,         0.06,         0.00,        86.05,         6.84,         8.23,       348.31,        20.47,        21.95,         0.30,         0.00,         0.00,         0.06,         0.00
BFS_1_pim__k1_Tahiti1, 21, 7853, 0, { 333568       1       1}, {  256     1     1},         0.02548, 0, 4, 22, 0, NA,      5212.00,        10.49,         6.31,         1.13,        11.02,         0.07,         0.00,        85.85,         6.91,         8.31,       349.50,        20.46,        21.28,         0.28,         0.00,         0.00,         0.06,         0.00
BFS_2_pim__k2_Tahiti1, 22, 7854, 0, { 333568       1       1}, {  256     1     1},         0.01748, 0, 8, 16, 0, NA,      5212.00,         8.29,         5.00,         1.00,        11.04,         0.21,         0.00,        84.52,         6.07,         7.32,       326.44,         7.93,        17.35,         0.18,         0.00,         0.00,        27.28,         0.00
BFS_2_pim__k2_Tahiti1, 23, 7855, 0, { 333568       1       1}, {  256     1     1},         0.01733, 0, 8, 16, 0, NA,      5212.00,         8.30,         5.00,         1.00,        11.04,         0.22,         0.00,        84.37,         5.12,         6.17,       326.50,        23.76,        14.01,         0.17,         0.00,         0.00,         2.44,         0.00
BFS_2_pim__k2_Tahiti1, 24, 7856, 0, { 333568       1       1}, {  256     1     1},         0.01718, 0, 8, 16, 0, NA,      5212.00,         8.31,         5.00,         1.00,        11.04,         0.23,         0.00,        84.25,         5.15,         6.19,       326.25,        23.81,        13.34,         0.16,         0.00,         0.00,         2.00,         0.00
BFS_1_pim__k1_Tahiti1, 25, 7857, 0, { 333568       1       1}, {  256     1     1},         0.03037, 0, 4, 22, 0, NA,      5212.00,        12.52,         7.59,         1.67,        11.12,         0.34,         0.00,        72.21,         5.35,         6.49,       440.88,         8.19,        22.84,         0.51,         0.00,         0.00,         2.50,         0.00
BFS_1_pim__k1_Tahiti1, 26, 7858, 0, { 333568       1       1}, {  256     1     1},         0.02770, 0, 4, 22, 0, NA,      5212.00,        12.66,         7.69,         1.71,        11.13,         0.35,         0.00,        71.42,         5.85,         7.10,       446.94,        20.01,        26.67,         0.62,         0.00,         0.00,         3.56,         0.00
BFS_1_pim__k1_Tahiti1, 27, 7859, 0, { 333568       1       1}, {  256     1     1},         0.02563, 0, 4, 22, 0, NA,      5212.00,        12.64,         7.67,         1.71,        11.13,         0.35,         0.00,        71.55,         8.23,         9.98,       446.88,        20.08,        36.22,         0.85,         0.00,         0.00,         2.97,         0.00
BFS_2_pim__k2_Tahiti1, 28, 7860, 0, { 333568       1       1}, {  256     1     1},         0.01763, 0, 8, 16, 0, NA,      5212.00,         9.58,         5.00,         1.00,        11.23,         1.13,         0.00,        73.44,         6.92,         7.22,       326.44,        21.48,        25.72,         0.66,         0.00,         0.00,        37.72,         0.00
BFS_2_pim__k2_Tahiti1, 29, 7861, 0, { 333568       1       1}, {  256     1     1},         0.01763, 0, 8, 16, 0, NA,      5212.00,         9.52,         5.00,         1.00,        11.22,         1.08,         0.00,        73.91,         6.03,         6.34,       326.50,        30.75,        23.79,         0.59,         0.00,         0.00,        37.28,         0.00
BFS_2_pim__k2_Tahiti1, 30, 7862, 0, { 333568       1       1}, {  256     1     1},         0.01748, 0, 8, 16, 0, NA,      5212.00,         9.57,         5.00,         1.00,        11.22,         1.12,         0.00,        73.52,         9.19,         9.60,       326.25,        30.81,        36.40,         0.87,         0.00,         0.00,        39.69,         0.00
BFS_1_pim__k1_Tahiti1, 31, 7863, 0, { 333568       1       1}, {  256     1     1},         0.03570, 0, 4, 22, 0, NA,      5212.00,        23.76,        14.71,         4.67,        11.68,         1.83,         0.00,        38.95,        11.13,        13.78,       932.88,        20.95,        50.70,         1.96,         0.00,         0.00,       263.34,         0.00
BFS_1_pim__k1_Tahiti1, 32, 7864, 0, { 333568       1       1}, {  256     1     1},         0.03526, 0, 4, 22, 0, NA,      5212.00,        23.16,        14.33,         4.51,        11.65,         1.75,         0.00,        39.93,        11.38,        14.08,       906.81,        25.41,        50.99,         2.02,         0.00,         0.00,       151.84,         0.00
BFS_1_pim__k1_Tahiti1, 33, 7865, 0, { 333568       1       1}, {  256     1     1},         0.03600, 0, 4, 22, 0, NA,      5212.00,        23.65,        14.64,         4.64,        11.67,         1.82,         0.00,        39.16,        11.40,        14.11,       941.56,        25.20,        54.88,         2.25,         0.00,         0.00,       164.28,         0.00
BFS_2_pim__k2_Tahiti1, 34, 7866, 0, { 333568       1       1}, {  256     1     1},         0.02045, 0, 8, 16, 0, NA,      5212.00,        13.27,         5.00,         1.00,        11.75,         3.76,         0.00,        54.29,         8.61,         6.49,       326.44,        28.99,        45.25,         1.54,         0.00,         0.00,       464.94,         0.00
BFS_2_pim__k2_Tahiti1, 35, 7867, 0, { 333568       1       1}, {  256     1     1},         0.02059, 0, 8, 16, 0, NA,      5212.00,        13.33,         5.00,         1.00,        11.76,         3.81,         0.00,        54.04,        11.08,         8.31,       326.50,        40.49,        58.72,         1.76,         0.00,         0.00,       470.34,         0.00
BFS_2_pim__k2_Tahiti1, 36, 7868, 0, { 333568       1       1}, {  256     1     1},         0.02074, 0, 8, 16, 0, NA,      5212.00,        13.29,         5.00,         1.00,        11.76,         3.78,         0.00,        54.18,        10.92,         8.22,       326.25,        39.79,        57.04,         1.95,         0.00,         0.00,       470.44,         0.00
BFS_1_pim__k1_Tahiti1, 37, 7869, 0, { 333568       1       1}, {  256     1     1},         0.07170, 0, 4, 22, 0, NA,      5212.00,        59.45,        37.28,        14.11,        13.26,         6.56,         0.00,        17.53,        13.27,        16.65,      3317.81,        27.52,        61.27,         3.13,         0.00,         0.00,      1219.66,         0.00
BFS_1_pim__k1_Tahiti1, 38, 7870, 0, { 333568       1       1}, {  256     1     1},         0.07185, 0, 4, 22, 0, NA,      5212.00,        59.87,        37.55,        14.23,        13.28,         6.61,         0.00,        17.41,        13.16,        16.51,      3320.81,        30.86,        61.48,         3.13,         0.00,         0.00,      1227.03,         0.00
BFS_1_pim__k1_Tahiti1, 39, 7871, 0, { 333568       1       1}, {  256     1     1},         0.07348, 0, 4, 22, 0, NA,      5212.00,        60.07,        37.67,        14.27,        13.27,         6.64,         0.00,        17.36,        13.46,        16.88,      3324.44,        30.76,        61.74,         3.18,         0.00,         0.00,      1238.59,         0.00
BFS_2_pim__k2_Tahiti1, 40, 7872, 0, { 333568       1       1}, {  256     1     1},         0.02459, 0, 8, 16, 0, NA,      5212.00,        15.00,         5.00,         1.00,        12.00,         5.00,         0.00,        53.68,        10.13,         6.75,       326.44,        23.64,        60.82,         1.41,        12.83,         0.00,      1437.06,         0.00
BFS_2_pim__k2_Tahiti1, 41, 7873, 0, { 333568       1       1}, {  256     1     1},         0.02489, 0, 8, 16, 0, NA,      5212.00,        15.00,         5.00,         1.00,        12.00,         5.00,         0.00,        53.68,         8.44,         5.63,       326.69,        45.86,        50.88,         1.21,        14.38,         0.00,      1464.53,         0.00
BFS_2_pim__k2_Tahiti1, 42, 7874, 0, { 333568       1       1}, {  256     1     1},         0.02504, 0, 8, 16, 0, NA,      5212.00,        14.99,         5.00,         1.00,        12.00,         4.99,         0.00,        53.68,        10.40,         6.94,       326.62,        45.27,        62.31,         1.49,        20.25,         0.00,      1467.78,         0.00
BFS_1_pim__k1_Tahiti1, 43, 7875, 0, { 333568       1       1}, {  256     1     1},         0.21852, 0, 4, 22, 0, NA,      5212.00,        91.05,        57.16,        22.26,        14.00,        10.63,         0.00,        17.72,         7.16,         8.99,     20382.44,        29.43,        57.15,         9.22,        31.24,         0.00,      5343.31,         0.00
BFS_1_pim__k1_Tahiti1, 44, 7876, 0, { 333568       1       1}, {  256     1     1},         0.22089, 0, 4, 22, 0, NA,      5212.00,        91.18,        57.23,        22.29,        14.00,        10.65,         0.00,        17.71,         7.32,         9.19,     20198.38,        32.24,        59.91,        10.54,        61.17,         0.00,      5489.44,         0.00
BFS_1_pim__k1_Tahiti1, 45, 7877, 0, { 333568       1       1}, {  256     1     1},         0.21822, 0, 4, 22, 0, NA,      5212.00,        91.44,        57.40,        22.36,        14.00,        10.68,         0.00,        17.65,         7.16,         8.99,     20366.31,        31.84,        60.33,        11.54,        45.47,         0.00,      5375.00,         0.00
BFS_2_pim__k2_Tahiti1, 46, 7878, 0, { 333568       1       1}, {  256     1     1},         0.02578, 0, 8, 16, 0, NA,      5212.00,        15.00,         5.00,         1.00,        12.00,         5.00,         0.00,        70.75,         7.41,         4.94,       326.44,        22.16,        45.06,         1.00,        12.72,         0.00,      1844.19,         0.00
BFS_2_pim__k2_Tahiti1, 47, 7879, 0, { 333568       1       1}, {  256     1     1},         0.02667, 0, 8, 16, 0, NA,      5212.00,        15.00,         5.00,         1.00,        12.00,         5.00,         0.00,        70.72,        10.08,         6.72,       327.19,        47.03,        62.69,         3.04,        22.29,         0.00,      2299.38,         0.00
BFS_2_pim__k2_Tahiti1, 48, 7880, 0, { 333568       1       1}, {  256     1     1},         0.02593, 0, 8, 16, 0, NA,      5212.00,        14.99,         5.00,         1.00,        12.00,         5.00,         0.00,        70.66,         7.22,         4.81,       326.88,        46.81,        43.94,         1.83,        16.11,         0.00,      1888.03,         0.00
BFS_1_pim__k1_Tahiti1, 49, 7881, 0, { 333568       1       1}, {  256     1     1},         0.53704, 0, 4, 22, 0, NA,      5212.00,       100.10,        62.81,        24.53,        14.00,        11.76,         0.00,        30.47,         3.25,         4.08,     75035.25,        16.28,        93.30,        32.55,         0.00,         0.00,      8175.94,         0.00
BFS_1_pim__k1_Tahiti1, 50, 7882, 0, { 333568       1       1}, {  256     1     1},         0.53822, 0, 4, 22, 0, NA,      5212.00,        99.97,        62.73,        24.49,        14.00,        11.75,         0.00,        30.52,         3.23,         4.06,     75174.38,        17.19,        94.16,        33.37,         0.00,         0.00,      8352.62,         0.00
BFS_1_pim__k1_Tahiti1, 51, 7883, 0, { 333568       1       1}, {  256     1     1},         0.53704, 0, 4, 22, 0, NA,      5212.00,       100.05,        62.78,        24.51,        14.00,        11.76,         0.00,        30.42,         3.26,         4.09,     74729.19,        17.33,        94.15,        33.17,         0.00,         0.00,      8338.59,         0.00
BFS_2_pim__k2_Tahiti1, 52, 7884, 0, { 333568       1       1}, {  256     1     1},         0.02593, 0, 8, 16, 0, NA,      5212.00,        15.00,         5.00,         1.00,        12.00,         5.00,         0.00,        66.33,         7.77,         5.18,       326.44,        22.23,        46.77,         1.11,        12.47,         0.00,      1776.56,         0.00
BFS_2_pim__k2_Tahiti1, 53, 7885, 0, { 333568       1       1}, {  256     1     1},         0.02548, 0, 8, 16, 0, NA,      5212.00,        15.00,         5.00,         1.00,        12.00,         5.00,         0.00,        66.37,        10.06,         6.71,       327.31,        46.53,        63.08,         2.80,        21.41,         0.00,      1825.69,         0.00
BFS_2_pim__k2_Tahiti1, 54, 7886, 0, { 333568       1       1}, {  256     1     1},         0.02504, 0, 8, 16, 0, NA,      5212.00,        14.99,         5.00,         1.00,        12.00,         5.00,         0.00,        66.43,        10.15,         6.77,       326.62,        46.22,        61.48,         1.64,        21.68,         0.00,      2210.34,         0.00
BFS_1_pim__k1_Tahiti1, 55, 7887, 0, { 333568       1       1}, {  256     1     1},         0.28400, 0, 4, 22, 0, NA,      5212.00,        89.00,        55.88,        21.75,        14.00,        10.38,         0.00,        25.82,         5.52,         6.93,     44068.75,        25.19,        84.47,        16.77,         0.00,         0.00,       844.66,         0.00
BFS_1_pim__k1_Tahiti1, 56, 7888, 0, { 333568       1       1}, {  256     1     1},         0.28474, 0, 4, 22, 0, NA,      5212.00,        88.59,        55.62,        21.65,        14.00,        10.32,         0.00,        25.95,         5.54,         6.96,     44041.50,        26.20,        86.04,        17.14,         0.00,         0.00,       864.78,         0.00
BFS_1_pim__k1_Tahiti1, 57, 7889, 0, { 333568       1       1}, {  256     1     1},         0.28415, 0, 4, 22, 0, NA,      5212.00,        88.74,        55.71,        21.68,        14.00,        10.34,         0.00,        25.96,         5.34,         6.71,     44181.19,        26.25,        84.36,        18.17,         0.00,         0.00,       866.94,         0.00
BFS_2_pim__k2_Tahiti1, 58, 7890, 0, { 333568       1       1}, {  256     1     1},         0.01926, 0, 8, 16, 0, NA,      5212.00,        12.46,         5.00,         1.00,        11.64,         3.19,         0.00,        57.27,         8.53,         6.84,       326.44,        28.83,        42.84,         1.68,         0.00,         0.00,       321.12,         0.00
BFS_2_pim__k2_Tahiti1, 59, 7891, 0, { 333568       1       1}, {  256     1     1},         0.01911, 0, 8, 16, 0, NA,      5212.00,        12.48,         5.00,         1.00,        11.64,         3.20,         0.00,        57.20,        10.74,         8.61,       326.50,        38.87,        57.14,         1.87,         0.00,         0.00,       322.53,         0.00
BFS_2_pim__k2_Tahiti1, 60, 7892, 0, { 333568       1       1}, {  256     1     1},         0.01896, 0, 8, 16, 0, NA,      5212.00,        12.41,         5.00,         1.00,        11.63,         3.15,         0.00,        57.53,        11.04,         8.89,       326.25,        38.30,        53.88,         2.02,         0.00,         0.00,       318.53,         0.00
BFS_1_pim__k1_Tahiti1, 61, 7893, 0, { 333568       1       1}, {  256     1     1},         0.04030, 0, 4, 22, 0, NA,      5212.00,        32.66,        20.48,         7.30,        12.91,         3.15,         0.00,        28.94,        13.91,        17.44,      1612.75,        19.50,        59.58,         2.81,         0.00,         0.00,       106.75,         0.00
BFS_1_pim__k1_Tahiti1, 62, 7894, 0, { 333568       1       1}, {  256     1     1},         0.04044, 0, 4, 22, 0, NA,      5212.00,        32.88,        20.62,         7.36,        12.92,         3.18,         0.00,        28.74,        14.10,        17.68,      1612.81,        24.73,        61.05,         2.84,         0.00,         0.00,       107.31,         0.00
BFS_1_pim__k1_Tahiti1, 63, 7895, 0, { 333568       1       1}, {  256     1     1},         0.04045, 0, 4, 22, 0, NA,      5212.00,        32.54,        20.40,         7.26,        12.89,         3.13,         0.00,        29.05,        11.43,        14.34,      1606.31,        24.87,        48.96,         2.36,         0.00,         0.00,       106.66,         0.00
BFS_2_pim__k2_Tahiti1, 64, 7896, 0, { 333568       1       1}, {  256     1     1},         0.01718, 0, 8, 16, 0, NA,      5212.00,         8.02,         5.00,         1.00,        11.00,         0.01,         0.00,        87.33,         7.79,         9.71,       326.44,         1.83,        17.83,         0.06,         0.00,         0.00,         0.09,         0.00
BFS_2_pim__k2_Tahiti1, 65, 7897, 0, { 333568       1       1}, {  256     1     1},         0.01704, 0, 8, 16, 0, NA,      5212.00,         8.01,         5.00,         1.00,        11.00,         0.00,         0.00,        87.43,         5.94,         7.42,       326.50,        20.91,        14.23,         0.02,         0.00,         0.00,         0.00,         0.00
BFS_2_pim__k2_Tahiti1, 66, 7898, 0, { 333568       1       1}, {  256     1     1},         0.01689, 0, 8, 16, 0, NA,      5212.00,         8.01,         5.00,         1.00,        11.00,         0.01,         0.00,        87.34,         5.99,         7.47,       326.25,        21.04,        14.28,         0.03,         0.00,         0.00,         0.03,         0.00
BFS_1_pim__k1_Tahiti1, 67, 7899, 0, { 333568       1       1}, {  256     1     1},         0.01807, 0, 4, 22, 0, NA,      5212.00,        10.04,         6.03,         1.01,        11.01,         0.01,         0.00,        89.59,         6.66,         7.99,       328.69,         1.90,        13.27,         0.05,         0.00,         0.00,         0.09,         0.00
BFS_1_pim__k1_Tahiti1, 68, 7900, 0, { 333568       1       1}, {  256     1     1},         0.01852, 0, 4, 22, 0, NA,      5212.00,        10.02,         6.01,         1.01,        11.00,         0.00,         0.00,        89.82,         6.53,         7.84,       327.44,        21.00,        12.67,         0.02,         0.00,         0.00,         0.00,         0.00
BFS_1_pim__k1_Tahiti1, 69, 7901, 0, { 333568       1       1}, {  256     1     1},         0.01867, 0, 4, 22, 0, NA,      5212.00,        10.04,         6.03,         1.01,        11.01,         0.01,         0.00,        89.62,         6.53,         7.83,       328.56,        21.11,        13.55,         0.05,         0.00,         0.00,         0.00,         0.00
BFS_2_pim__k2_Tahiti1, 70, 7902, 0, { 333568       1       1}, {  256     1     1},         0.01704, 0, 8, 16, 0, NA,      5212.00,         8.00,         5.00,         1.00,        11.00,         0.00,         0.00,        87.50,         5.07,         6.34,       326.38,         1.32,        12.23,         0.00,         0.00,         0.00,         0.00,         0.00
BFS_2_pim__k2_Tahiti1, 71, 7903, 0, { 333568       1       1}, {  256     1     1},         0.01718, 0, 8, 16, 0, NA,      5212.00,         8.00,         5.00,         1.00,        11.00,         0.00,         0.00,        87.50,         5.01,         6.26,       326.44,        20.80,        11.51,         0.00,         0.00,         0.00,         0.00,         0.00
BFS_2_pim__k2_Tahiti1, 72, 7904, 0, { 333568       1       1}, {  256     1     1},         0.01689, 0, 8, 16, 0, NA,      5212.00,         8.00,         5.00,         1.00,        11.00,         0.00,         0.00,        87.49,         7.90,         9.87,       326.19,        20.82,        17.95,         0.00,         0.00,         0.00,         0.00,         0.00
